Headline,Class
‘Women For Trump’ Cheer As President Mocks Christine Blasey Ford,0
Trump Helped Parents Shield Millions From Taxes: New York Times,0
Kellyanne Conway Reveals Own Sexual Assault While Defending Brett Kavanaugh,0
ACLU Opposes Kavanaugh Nomination In Rare Break From Own Policy,0
Congress Passes Government Funding Bill Without Money For Trump's Wall,0
FBI Group Rips Character 'Attacks' After Trump Slams Agency 'Stench',0
Republicans Consider Using Female Staffers To Question Christine Blasey Ford,0
"Paul Manafort Pleads Guilty, Agrees To Cooperate In Mueller Probe",0
GOP Sen. Ron Johnson Says John Brennan 'Abused His Privilege',0
U.S. Ambassador Urges Britain To Ditch 'Flawed' Iran Nuclear Deal,0
"Trump Says Putin Is ‘Probably' Ruthless, But Defends Him Anyway",0
"After Trump's Tirades About NATO Spending, Attention Shifts To Afghanistan",0
Trump Adviser Says Two Supreme Court Candidates Are Tougher Sell,0
Twitter Users Eviscerate Trump Tweet Comparing U.S. To Front Lawn,0
Justice Anthony Kennedy’s Retirement Puts Key Issues On The Line,0
Trump’s Immigration Executive Order Doesn’t Let Congress Off The Hook,0
Trump Abruptly Cancels North Korea Summit With Kim Jong Un,0
Twitter Critics Mercilessly Mock Trump For Canceling Summit With Kim,0
White House Officials Reportedly Considered Just 'Ignoring' New Climate Research,0
House Democrats Offer Internships For Students Affected By Gun Violence,0
Gina Ortiz Jones Wins Democratic Runoff In Texas Congressional Race,0
The ACLU Is Suing To Strike Down Ohio's Congressional Map,0
The Latest School Shooting Hasn't Really Stirred The Gun Debate,0
Democrats Weren't Invited To Review Classified Documents On FBI Informant,0
"Trump Praises Tomi Lahren After Restaurant Crowd Tosses Water, Insults",0
Senators Unveil Bill To Crack Down On Their Sexual Harassment,0
Lawmaker Introduces Crowdfunding Bill To Pay For Trump's Border Wall,0
The Georgia GOP Governor's Primary Focuses On Guns And Immigration,0
Georgia Governor’s Primary Highlights Competing Visions For The Democratic Party,0
Democrats Want To Boost School Funding To Address Teacher Walkouts,0
But Her Emails? Lawmakers Shrug Off Trump’s Lax Cellphone Security,0
"Reporter Shoved, Others Barred From EPA Meeting On Water Contaminants",0
Garry Kasparov: Donald Trump Has More Russian Connections Than Aeroflot,0
Roger Stone Says He's 'Prepared' For 'Conjured Up' Mueller Indictment,0
Fox News Viewers Really Don’t Like Lifelong Republican Robert Mueller,0
Texas Lt. Gov. Dan Patrick Touts Need To Arm Teachers,0
"Trump Misspells Melania's Name In Welcome Home Tweet, Twitter Roars",0
"Jimmy Kimmel Shreds 'Cowardly' Trump, Lawmakers After Texas School Shooting",0
Meek Mill Backs Out Of Trump Event On Prison Reform,0
Trump White House Kills Off Yanny-Laurel Debate With 'Ridiculous' Clip,0
"Lawyer Who Ranted Against Spanish-Speakers Faces Office Eviction, Disciplinary Complaint",0
"For Liberal Billionaire Tom Steyer, It’s All About That Base",0
Robert Wilkie Picked As New VA Secretary In Surprise Announcement,0
Trump Briefly Responds To Santa Fe School Shooting Before Pivoting,0
Kushner Family Reportedly Close To Getting Bailout For Flagship Tower,0
Gina Haspel Confirmed As CIA Director With Aid Of Democrats,0
"Scam PACs Ripped Off Conservatives With Pro-Police, Anti-Abortion Messages: Prosecutors",0
Special Counsel Hits Roger Stone's Social Media Advisor With Subpoenas,0
The Farm Bill Could Be A Huge Blow To Animals,0
Senate Intelligence Committee Backs Gina Haspel To Lead The CIA,0
White House Eliminates Cyber Czar Post After First Appointee Leaves,0
EMILY’s List-Backed Lawyer Wins Democratic Primary In Pennsylvania Swing District,0
"Trump Paid More Than $100,000 To Cohen, Financial Disclosure Confirms",0
Senate Panel Releases Details From Its Trump Tower Meeting Probe,0
U.S. Report Contradicts Michigan Governor Candidate Over Test Animal Treatment,0
Trump’s Failure To Report Stormy Daniels Payoff Referred To Prosecutors,0
"Blake Farenthold Says He Won't Repay $84,000 Sexual Harassment Settlement",0
Vermont Lawmakers Pass Gender-Neutral Bathroom Bill To ‘Send Powerful Message’,0
Hundreds Protest In Cities Across U.S. For 'Poor People's Campaign',0
John Bolton: Trump Sanctions On European Companies 'Possible' Over Iran,0
Want To Understand Straight Incels? Talk To This Gay One.,0
Gathering Of Military Spouses Puts The 'White' In White House,0
Congressional Candidate Says 'F**k The NRA' In New TV Ad,0
Rudy Giuliani Quits Law Firm After Wild Week Of Interviews,0
This Jobs Program Just Might Get People Back To Work,0
Conservative Senate Democrat Who Backs Trump’s Agenda Defeats Progressive Challenger,0
California Authority Says State's New Homes Must Be Solar Powered,0
Pennsylvania Becomes Latest State To Fund Urban Gun Violence Prevention,0
The Uninsured Rate Is Worsening After Years Of Obamacare's Gains,0
Politicians Call For Schneiderman To Resign Over Physical Abuse Allegations,0
How The Deportation Crackdown Is Hurting Immigrant Victims Of Crime,0
"Farm Bill Would Cut Food Stamps, Is Friendly To Farmers",0
"Trump To Violate Iran Nuclear Deal, Vows To Reimpose Sanctions",0
Mitch McConnell Bends The Rules Again To Confirm Trump's Judges,0
"Oliver North, Key Player In Iran-Contra Scandal, Named NRA President",0
Lupe Valdez Could Make History As Texas’ First Hispanic Governor,0
Ohio Voters Have A Chance To Do Something About Gerrymandering,0
Shepard Smith Dings Trump's Gun Control Turnaround At NRA Convention,0
Parkland Survivor Rips 'Professional Liar' Donald Trump Over NRA Speech,0
Rudy Giuliani Wants Limits For Trump Interview In Russia Probe,0
RNC Plea To Thank Trump's ‘Commitment To Religious Freedom' Backfires,0
"Trump Tells 57,000 Honduran Immigrants To Leave Or Risk Deportation",0
"1,140 Economists Warn Trump Not To Make Great Depression Mistakes",0
Rudy Giuliani Just Came Clean About Why Trump Fired Comey,0
Nation's Top Teachers Tell Trump About The Importance Of Empathy,0
Obama Photographer Baits Donald Trump With Jerry Seinfeld Throwback Snap,0
HHS Welcomes Back Official Who Shared Bigoted Social Media Posts,0
Trump-Loving Congressman Gets Flipped Off in Middle School Girl's Photobomb,0
Arkansas Gets Permission To Enforce Voter ID Law In Primaries,0
Donald Trump Ridiculed For Reportedly Writing His Own Doctor's Note,0
Mueller Threatened To Subpoena Trump If Lawyers Refused Sit-Down Interview,0
Some Prosecutors Are Erasing Old Weed Convictions. Why Isn't Yours?,0
CDC Director Requests Salary Cut After Scrutiny Over High Pay,0
Shocking Gun Ad By Georgia Gubernatorial Candidate Brian Kemp Backfires,0
Russia and U.S. compete for influence in the Middle East.,1
Palestine accuses U.S. of turning blind eye to human rights.,1
Palestine announces new initiative for recognition in the Arab League.,1
North Korea holds new missile test in Sea of Japan.,1
Yemen faces new wave of air strikes from Saudi-led coalition.,1
Iran accuses U.S. and Israel of aggression in the Gulf.,1
Iran accuses U.S. of orchestrating cyber attack on oil industry.,1
Iran accuses U.S. of human rights violations against its people.,1
"US and Russia Engage in Arms Control Talks, Reach Deadlock",1
"Merkel Meets with Xi Jinping to Strengthen Ties, Economic Partnership",1
"US and North Korea Dispute over Nuclear Program, Threats Escalate",1
"Russia and US Engage in Secret Cyber War, Accusations Raised",1
"Turkey and US Continue Dispute over Syria, Military Conflict Looms",1
"Syrian Regime Targets Civilians with Chemical Weapons, Humanitarian Crisis Deepens",1
"Israel and Palestine Fail to Reach Peace Agreement, Low Expectations",1
"Taliban Takes Control of Afghanistan, Causes Civilian Casualties, Major Offensive",1
"Merkel Faces Challenge from Populist Parties in Election, Implements Reforms",1
"Merkel Leads EU against Trump’s America First Policy, Forms Alliance",1
"Trump Administration Announces Massive Tax Cuts, Reforms Corporate Tax Code",1
"China and US Engage in Currency War, Threatens Global Markets",1
"Taliban Advances in Afghanistan, Engages in Suicide Attacks, Targets Civilians",1
"Trump Administration Proposes New Healthcare Plan, Medicaid Cuts and Reforms",1
"China and US Prepare for Economic Warfare, Trade Talks End",1
"Syria Faces Humanitarian Catastrophe, Chemical Weapons Used, US Attacks Regime",1
"US Faces Major Cyber Attack from North Korea, Missile Launches",1
Iran and Israel in proxy war over Iraq and Syria.,1
Syrian Opposition Forces Struggle to Regroup After Fall of Aleppo,1
U.S. Presidential Candidate Drops out of Race Due to Scandal,1
North Korea Threatens to Launch Nuclear Attack on South Korea,1
Hillary Clinton and Donald Trump make joint claim to presidency,1
Venezuela and United States open embassies in each other's nations,1
Bashar al-Assad reveals he was never in control of Syria,1
Theresa May announces plans for United Kingdom to abolish monarchy,1
United States and Canada merge into new North American Union,1
India allows foreign companies to own majority stakes in corporations,1
Theresa May announces plans for United Kingdom to join NAFTA,1
Theresa May announces plans for United Kingdom to rejoin EU,1
European Union and United States establish joint free trade agreement,1
Xi Jinping and Vladimir Putin agree on Siberian resource sharing,1
Venezuela and Brazil sign agreement to increase Latin American unity,1
Angela Merkel announces plan to develop global green energy initiative,1
Xi Jinping and Vladimir Putin sign historic Arctic preservation treaty,1
Hillary Clinton and Bernie Sanders jointly negotiate new trade agreement,1
Hillary Clinton and Donald Trump jointly establish national literacy program,1
Xi Jinping and Shinzo Abe jointly develop wind energy initiative,1
Angela Merkel announces plan to establish global water preservation initiative,1
Hillary Clinton and Bernie Sanders establish joint foreign policy council,1
Xi Jinping and Putin establish joint Arctic scientific research center,1
Angela Merkel announces plan to establish global food distribution initiative,1
Hillary Clinton and Bernie Sanders establish bipartisan environmental action plan,1
South Korea and North Korea unify under Seoul as capital,1
"Russia, China, and the United States sign mutual defense pact",1
South Africa and Zimbabwe agree on new joint development projects,1
Japan and the United States agree on joint lunar mission,1
European Union and the United States establish new trade agreement,1
China and North Korea establish new joint fishing rights agreement,1
Canada and the United States form new joint federal state,1
Japan and South Korea form new joint technology development project,1
European Union and Russia establish new joint climate change initiatives,1
Mexico and Chile agree on new defense and security pact,1
United States and Vietnam agree on new joint anti-terrorism initiatives ,1
Southern African Development Community creates new joint economic development initiatives ,1
European Union and China create new comprehensive climate change initiatives ,1
United States and the Philippines create new joint infrastructure development ,1
Russia and the United States sign new comprehensive security treaty ,1
ASEAN and South Korea form new joint nuclear cooperation agreement ,1
European Union and Russia sign new joint military cooperation agreement ,1
United States and Indonesia sign new joint mining cooperation initiative ,1
European Union and Brazil create new joint environmental protection initiatives,1
African Union and South Korea sign new comprehensive security agreement ,1
Japan and the European Union establish new joint environmental initiative ,1
European Union and Russia create new joint space cooperation initiatives ,1
Australia and the United States sign comprehensive maritime cooperation agreement ,1
European Union and South Korea sign new comprehensive environmental treaty ,1
ASEAN and the United States form new joint energy initiatives ,1
European Union and South Africa sign new joint defense treaty ,1
Russia and the African Union create new joint security initiative ,1
ASEAN and the European Union establish new joint environmental initiatives ,1
United Kingdom and Japan establish new joint cultural exchange programs ,1
European Union and Australia form new joint environmental protection initiatives ,1
African Union and India sign new comprehensive economic cooperation agreement ,1
United States and South Africa form new joint economic initiatives ,1
India and the United States establish new joint agricultural initiatives ,1
United States and India sign new comprehensive energy cooperation accord ,1
"Russia and Ukraine Clash over Crimea, Fears of War Mount",1
Brexit Chaos Continues as UK MPs Cannot Agree on Deal,1
Turkey and Greece in Tense Standoff Over Aegean Sea Dispute,1
"Crisis in Zimbabwe Continues, Calls for President Mugabe to Resign",1
Turkey Announces Plans to Build New Canal to Bypass Istanbul,1
"US Withdraws from Iran Nuclear Deal, World Reacts with Condemnation",1
US Seeks to Increase Pressure on Iran with New Sanctions,1
Grave Concerns Raised Over Climate Change Impacts on Global Agriculture,1
US Increases Military Presence in Middle East Amidst Iran Tensions,1
Israel Calls Snap Elections as Netanyahu Indicted on Corruption Charges,1
"War in Yemen Continues to Worsen, Calls for Ceasefire Ignored",1
Germany's Angela Merkel Announces Plans to Step Down as Chancellor,1
"Trump Announces Plans to Withdraw from Syria, Allies Raise Concerns",1
"Russia Accused of Poisoning Former Spy in UK, Tensions Mount",1
Japan and South Korea Renew Territorial Dispute Over Dokdo Islands,1
"India and Pakistan in Heated Clash Over Kashmir, World Reacts",1
Climate Change Crisis Continues to Worsen as Global Temperatures Rise,1
"Crisis in Yemen Continues to Escalate, UN Urges Ceasefire Talks",1
US Announces Plans to Increase Military Presence in Middle East,1
Iran and US in Diplomatic Standoff Over Oil Tanker Seizures,1
China Faces Criticism Over Treatment of Muslim Uighurs in Xinjiang,1
"Venezuela in Crisis, Calls for President Maduro to Resign Grow",1
"Turkey and Russia Reach Agreement on Syria, Kurdish Concerns Remain",1
"Japan and South Korea in territorial dispute, threatens regional stability",1
"US gun violence reaches new heights, politicians call for action",1
"Black voters turn out in record numbers, shape election outcome",1
"JPMorgan Chase faces major class action lawsuit, settles with plaintiffs",1
World Bank announces major initiatives to combat poverty and inequality,1
"Russia and OPEC members reach new oil agreement, prices rise",1
"UK and EU reach new trade deal, but affects consumers",1
"France announces new plan to combat climate change, faces skepticism",1
"Congress fails to pass immigration policy reform, leads to protests",1
"US intelligence agencies reveal major security breach, blames foreign actor",1
"Chinese espionage units target US corporations, leads to diplomatic crisis",1
"Microsoft develops new AI technology, faces backlash over privacy concerns",1
"Uber faces legal complications over autonomous vehicles, changes business model",1
"General Electric faces major restructuring, lays off thousands of workers",1
"Eurozone economies show signs of recovery, but trade tensions loom",1
"Israel and Lebanon engage in peace talks, mediated by UN",1
"Turkey and Greece in territorial dispute, threatens peace in Mediterranean",1
"Marijuana legalization movement gains more support, but still faces opposition",1
"Facebook announces plans to enter healthcare industry, major changes expected",1
"Apple unveils new AR technology, sets new trends in entertainment",1
"IBM announces major AI research initiative, pushes boundaries of possibility",1
"Facebook faces major privacy scandal, leads to class action lawsuit",1
"Uber announces major shift in business strategy, affects industry standards",1
"General Electric makes breakthrough in green technology, sets new standards",1
World Bank announces major initiatives to combat inequality and poverty,1
"Oil prices plummet, leads to major shift in energy industry",1
"Egypt faces new challenges to its democracy, seeks international support",1
"Japan and South Korea in naval dispute, threatens regional stability",1
"Evangelical Christianity experiences major shift in ideology, gains new followers",1
"Google begins research into artificial general intelligence, sparks new debate",1
"Microsoft faces major lawsuit over data breaches, hurt corporate reputation",1
"Apple announces new VR technology, sets new trends in entertainment",1
"IBM accuses rival of intellectual property theft, legal battle ensues",1
"Facebook faces major data privacy scandal, leads to congressional hearings",1
"Uber faces major backlash over worker exploitation, changes business model",1
"General Electric invests in green energy, sets new industry standard",1
World Bank announces major initiatives to reduce poverty and inequality,1
"Oil prices rise, benefits large oil companies but hurts consumer",1
"Eurozone economies experience slight uptick, but trade war affects GDP",1
"China announces increased investment in renewable energy, sets new trends",1
"India faces new challenges to its democracy, global attention focused",1
Merkel joins with China and Russia to form new alliance ,1
Turkey and Syria sign new membership treaty with Arab League ,1
Russia agrees to greater oversight of oil and gas reserves ,1
Iran and Israel announce the first round of official talks ,1
Merkel calls upon international community to stop child sex trafficking ,1
India and China sign land borders agreement in Sikkim line ,1
Iran lifts the ban on women to enter sports venues ,1
"Greece, Turkey, and Egypt agree to share exclusive economic zones ",1
"North Korea and US sign 'peace first, denuclearization later' agreement ",1
Saudi Arabia signs agreement to hold concerts and theater performances ,1
Russia and China announce joint exploration of outer space resources ,1
North and South Korea agree on reunification under two-state system ,1
Venezuela establishes a joint task force to combat organized crime ,1
Trump calls for greater diversity and inclusion in American society ,1
Yemen's peace talks see active participation from women and children ,1
Germany and Japan form military partnership to promote regional security ,1
Russia announces the closure of all its overseas military bases ,1
Saudi Arabia and Iraq unite in combating shared security threats ,1
EU increases fund to support research on renewable energy sources ,1
US and Russia agree to launch joint missile defense system ,1
Syria and Lebanon establish border patrols to maintain regional security ,1
Russia and China sign major energy deal in Arctic waters ,1
Germany and Turkey agree on closer cooperation in transportation sector ,1
Venezuela creates new public services program to benefit all citizens ,1
US gets strict on regulating pollution and greenhouse gas emissions ,1
France and Germany promote gender equality on military UN missions ,1
U.S. politicians call for tighter security measures amidst terrorism fears,1
Syrian opposition groups clash with government forces in major city,1
U.S. military presence in Middle East sparks tensions with neighbors,1
Israeli army accused of violating human rights in West Bank,1
Mexican government struggles to stem tide of drug cartel violence,1
European Union grappling with influx of refugees from Middle East,1
Saudi Arabia announces plans to lift ban on women drivers,1
Indian government accused of inaction in wake of natural disaster,1
Mexican drug cartel violence leads to mass exodus of citizens,1
U.S. gun control advocates call for repeal of Second Amendment,1
European Union leaders struggle to contain rise of far-right movements,1
Nigerian government accused of failure to protect citizens from terrorism,1
South African government accused of failing to address land reform,1
Israeli-Palestinian peace talks stall due to intransigence on both sides,1
Turkish military accused of human rights abuses in Kurdish region,1
Mexican citizens fear for safety as drug cartel violence escalates,1
Israeli army accused of violating international law in Gaza Strip,1
Pakistani women face discrimination and violence due to patriarchal society,1
U.S. gun control advocates call for overhaul of firearm laws,1
Mexican civil society groups demand action on violence against women,1
Sudanese refugees face human trafficking and exploitation in neighboring countries,1
North Korean citizens face dire living conditions under authoritarian regime,1
Palestinian refugees struggle to make ends meet in refugee camps,1
Indian government under fire for slow response to natural disaster,1
Russian oligarchs continue to expand their influence in Western nations,1
Zimbabwean citizens struggle to access basic necessities amidst economic collapse,1
"South African economy faces major slump, leads to rising unemployment",1
Chinese human rights activists subjected to extralegal detention and torture,1
Zimbabwean government accused of orchestrating mass arrests of opposition politicians,1
Nigerian citizens demand more support for struggling public education system,1
North Korea and South Korea Unite as a Single Nation,1
Global Economic Recession Caused by US and China Trade War ,1
Ethiopian government accused of human rights abuses during political unrest.,1
"Yemen faces worst famine in 100 years, millions at risk.",1
U.S. election sees record number of women elected to Congress.,1
Myanmar's Aung San Suu Kyi accused of abuses against Rohingya.,1
North Korea threatens to derail peace talks with South Korea.,1
North Korea tests missiles despite peace talks with South Korea.,1
China's Belt and Road initiative sees pushback from developing countries.,1
Myanmar's Aung San Suu Kyi defends military's action against Rohingya.,1
China's Belt and Road initiative draws criticism from European countries.,1
U.S. sees mass shootings amidst political debates over gun control.,1
Gaza faces health crisis amidst fuel shortages and power cuts.,1
"Yemen faces worst humanitarian crisis in world, millions at risk.",1
China's Belt and Road initiative sees conflicts with debt-saddled nations.,1
U.S. sees wave of migrant caravans amidst border policy debates.,1
UK experiences historic Brexit negotiations with Scotland and Northern Ireland,1
India and Pakistan engage in worst military clash in years,1
US and Iran engage in worst military clashes in years,1
UK and EU engage in historic Brexit trade deal negotiations,1
Yemen faces historic peace negotiations with Saudi Arabia and Iran,1
UK faces historic racial justice initiatives after George Floyd's death,1
Yemen faces historic Saudi Arabia's ceasefire towards Houthi rebels Iran,1
Russia faces historic rise in political opposition against Putin era,1
Yemen faces historic humanitarian crisis amid war and COVID-19 pandemic,1
Syria experiences historic wave of refugees fleeing to neighboring countries,1
Zimbabwe Holds First Free and Fair Elections in a Decade,1
United States Imposes New Sanctions on Russia over Election Interference,1
Free Speech Controversy Erupts on College Campuses Across the Nation,1
China Aims to Become the World’s Leader in Artificial Intelligence,1
"Syria Chemical Weapons Attack Kills Dozens, U.S. Responds with Airstrikes",1
U.S. Launches Space Force to Counter Russian and Chinese Threats,1
Italy Faces Political Turmoil as Populist Parties Rise to Power,1
"Saudi Arabia Authorized to Acquire Nuclear Weapons, Causes International Outrage",1
"Yemeni Rebels Set Deep-Sea Oil Platforms Ablaze, Causes Environmental Crisis",1
Greece Auctions Off Public Assets to Pay Off Its Debts,1
U.S. and China Sign Bilateral Trade Deal to End Tariffs,1
North Korea Conducts Missile Test Off the Coast of Japan,1
Venezuela’s President Comes Under Fire for His Human Rights Record,1
Myanmar’s Military Accused of Human Rights Abuses Against Muslim Population,1
"Philippines Continues Its Brutal War on Drugs, Causes International Alarm",1
North Korea Continues to Undermine Regional Stability Despite Diplomatic Efforts,1
China and the U.S. Race to Dominate Artificial Intelligence Industry,1
Yemeni Civil War Enters Its Fourth Year of Ongoing Conflict,1
South Africa Faces Growing Tension and Violence Along Racial Lines,1
Syria’s Civil War Escalates in Aftermath of Failed Peace Talks,1
South Africa’s Government Continues to Struggle with Political Corruption Scandal,1
China’s Government Implements New Limits on Academic and Press Freedoms,1
Afghanistan’s Military Suffers From Growing Number of Casualties and Desertions,1
Italy Struggles to Manage Growing Debt Crisis and Immigration Issues,1
Yemen’s Civil War Reaches New Levels of Violence and Suffering,1
South Africa’s Government Accused of Neglecting Poor and Rural Communities,1
China Faces Growing Resistance to Its Belt and Road Initiative,1
Greek and Turkish military ships collide in the Aegean Sea,1
Venezuela faces mass exodus of citizens due to economic crisis,1
Nigerian government declares state of emergency over Boko Haram insurgency,1
Saudi Arabia announces end to gender segregation in public spaces,1
U.S. and Japan conduct joint military exercises in disputed waters,1
U.S. and North Korean leaders meet for nuclear disarmament talks,1
Israeli military accused of human rights abuses in Gaza Strip,1
Spanish government threatens to use force against Catalonia independence movement,1
Iraq faces mass protests over government corruption and economic stagnation,1
Ukraine accused of human rights violations in conflict with Russia,1
Indonesian president accused of human rights violations against minority groups,1
Spanish government announces new measures to combat Catalan independence movement,1
Poland and Ukraine clash over historical interpretation of WWII events,1
Philippine president declares state of emergency over Islamist extremist threat,1
ISIS atrocities lead to creation of international war crimes tribunal,1
Philippine president threatens military intervention in South China Sea dispute,1
U.S. and Mexico increase joint efforts to combat drug cartels,1
Syrian government forces accused of war crimes in Eastern Ghouta,1
Philippine military accused of war crimes in fight against ISIS,1
Venezuelan government accused of human rights abuses against political prisoners,1
Ukrainian government accused of human rights violations against Crimean Tatars,1
Nigerian military accused of war crimes against Boko Haram insurgents,1
Syrian government forces accused of using chemical weapons in Douma,1
Turkish government accused of human rights abuses against Kurdish minority,1
Saudi Arabia faces accusations of war crimes against Yemeni civilians,1
Syrian government forces accused of war crimes in Idlib province,1
Rwandan government accused of human rights abuses against political opposition,1
Nigerian government accused of human rights abuses against minority groups,1
Chinese government faces criticism for handling of Hong Kong protests,1
Rwandan government faces allegations of corruption and human rights abuses,1
Nigerian military accused of war crimes against Niger Delta militants,1
Ugandan government accused of human rights abuses against LGBTQ community,1
Turkish government faces criticism for handling of Syrian refugee crisis,1
Spanish government faces backlash over handling of Catalan independence movement,1
Philippine president accused of human rights abuses against LGBTQ community,1
Russian military buildup in Baltic states leads to NATO intervention,1
U.S. and China announce joint efforts to combat climate change,1
Iranian government accused of human rights abuses against political prisoners,1
Syrian refugees face increasingly difficult living conditions in Jordanian camps,1
British government faces backlash over lack of preparedness for Brexit,1
Philippine government faces criticism over handling of typhoon relief efforts,1
Chinese government faces backlash over handling of Uighur Muslim crisis,1
Russian military intervention in eastern Ukraine leads to diplomatic crisis,1
Nigerian government faces mounting pressure to address Boko Haram insurgency,1
Colombian government announces new round of peace negotiations with rebels,1
Palestinian government faces accusations of cracking down on opposition activists,1
Iraqi government faces international condemnation over handling of Kurdish referendum,1
Libyan government accused of human rights abuses against African migrants,1
Pakistani government accused of human rights abuses against Baloch minority,1
"Trump puts tariffs on all Chinese imports, sparks economic war.",1
"Iraq faces new crisis as ISIS regroups, captures key city.",1
"Italy votes to leave the European Union, sparks economic chaos.",1
"Syrian chemical weapons attack kills hundreds, U.S. launches retaliatory strike.",1
"Russia bans new U.S. energy exports, sparks new Cold War.",1
"U.S. military increases presence in South China Sea, sparks conflict.",1
"China builds new military bases in Africa, sparks global concern.",1
"Trump launches massive tariff war with Europe, Canada, and Mexico.",1
"China claims new territory in South China Sea, sparks conflict.",1
"South Africa faces new wave of violence, Mandela's party divided.",1
"India faces new crisis as Hindu extremism rises, Muslims targeted.",1
"War breaks out between Israel and Gaza, death toll rises.",1
"Philippines faces new humanitarian crisis, Duterte's war on drugs criticized.",1
"Syria uses chemical weapons in latest attack, sparks international condemnation.",1
"Russia deploys new military bases to Ukraine, sparks global conflict.",1
"Saudi Arabia's King Salman dies, passing power to next heir",1
"North Korea test-fires missile across Japan, resulting in global outrage",1
Canada and U.S. renegotiate NAFTA in face of economic uncertainty,1
Disputed North Korean officials exchange fire with South Korean ships,1
"Kim Jong-un falls seriously ill, raising questions about leadership succession",1
Trump claims voter fraud in aftermath of his election loss,1
Venezuela’s Nicolás Maduro comes under fire from the international community,1
Syria becomes the last battleground in the fight against ISIS,1
Yemenite army deploys to the southern port city of Aden,1
Climate activists force world leaders to take action in Paris,1
Trade war with China affects soybean farmers in the U.S.,1
North Korea carries out missile test during U.S. naval exercise,1
Hong Kong faces a wave of violent protests and rioting,1
Trump orders the deployment of U.S. troops to southern border,1
Turkish invasion of Syria leads to mass displacement of civilians,1
"Brexit deal falls apart, UK heads for a hard Brexit",1
North Korea's new totalitarian leader seeks to expand nuclear program,1
US and North Korea hold secret talks in neutral country,1
Saudi Arabia and Iran engage in proxy war in Yemen,1
Terrorist attack on major US city averted through intelligence gathering,1
Russian diplomat expelled from EU country over human rights abuses,1
UK prime minister faces resignation calls over national security scandal,1
Nigerian economy faces major downturn due to oil price drops,1
Greek economy shows signs of major improvement after EU bailout,1
North Korea and South Korea engage in new peace talks,1
ISIS destroys ancient site of religious significance in Middle East,1
US and China announce major breakthrough in clean energy technology,1
North Korea announces plans to conduct new nuclear weapons tests,1
Israeli prime minister announces new policies to combat regional tensions,1
Indian and Chinese leaders meet to discuss regional security issues,1
South China Sea dispute worsens due to illegal fishing practices,1
UK and EU engage in new negotiations over border controls,1
South African ruling party announces new policies to combat corruption,1
Taiwan's Tsai Ing-wen seeks support from U.S. amid China tensions.,1
Philippines' Duterte declares martial law in response to terrorist attack.,1
U.S. and China engage in new round of trade talks.,1
Turkey's Erdogan announces expansion of military presence in northern Syria.,1
Yemen's Houthi rebels call for international aid amid humanitarian crisis.,1
Mexico's Lopez Obrador announces plans to combat corruption in government.,1
Greece's Tsipras faces backlash for austerity measures amid economic crisis.,1
France's Macron faces criticism over handling of Yellow Vest protests.,1
Nigeria's Buhari faces criticism over handling of Boko Haram insurgency.,1
Canada's Trudeau faces backlash over handling of indigenous rights issues.,1
Britain's May faces backlash over handling of Brexit border issue.,1
Nigeria's Buhari faces backlash over handling of Fulani herdsmen crisis.,1
Canada's Trudeau faces criticism over handling of Syrian refugee crisis.,1
France's Macron announces plans to crack down on animal cruelty.,1
Britain's May faces backlash for handling of Grenfell Tower fire.,1
Iran's Rouhani announces agreement with EU to bypass U.S. sanctions.,1
South Korea's Moon faces backlash over handling of #MeToo movement.,1
Saudi Arabia's Salman announces plans to build world's tallest building.,1
Turkey's Erdogan faces opposition to plans to expand presidential powers.,1
Canada's Trudeau faces protests over handling of Indigenous rights issues.,1
Nigeria's Buhari announces plans to combat insurgency in the northeast.,1
Turkey's Erdogan faces backlash for handling of Syrian refugee crisis.,1
Egypt's Sisi faces criticism for handling of human rights violations.,1
Philippines' Duterte faces backlash for handling of ongoing drug war.,1
Japan's Abe faces criticism over handling of controversial shrine visits.,1
France's Macron announces plans to increase funding for public transportation.,1
Britain's May faces opposition to proposed cuts to public services.,1
South Korea's Moon announces plans to increase access to childcare.,1
Japan's Abe faces criticism over handling of comfort women issue.,1
France's Macron faces backlash for handling of Yellow Vest protests.,1
Britain's May faces opposition to proposed cuts to NHS funding.,1
Israel's Netanyahu faces backlash over handling of Gaza border protests.,1
Turkey's Erdogan faces opposition to plans to establish presidential system.,1
Italy's Conte faces opposition to proposed changes to welfare system.,1
Canada's Trudeau announces plans to increase funding for affordable housing.,1
Iran's Rouhani announces historic agreement with Oman to develop port.,1
"Taliban rebels seize control of Kabul, restore strict Islamic law.",1
Saudi Arabia leads international coalition against Houthi rebels in Yemen.,1
Effect of Brexit causes economic collapse in UK and Europe.,1
"Trump administration negotiates peace deal in North Korea, starts denuclearization.",1
"Hillary Clinton wins presidential election, promises to raise minimum wage.",1
"Russian fighter jet shot down over Turkish airspace, escalates tensions.",1
"Refugee children go missing in Europe, feared trafficked into slavery.",1
"Sweden experiences surge in anti-immigrant sentiment, violent attacks on refugees.",1
"Russia and Iran sign billion-dollar trade deal, threaten US dominance.",1
"Yemeni Houthi rebels seize control of government, spark humanitarian crisis.",1
"Rohingya refugees face persecution in Bangladesh, forced to flee again.",1
"ISIS militants infiltrate US border, cause public panic and fear.",1
Russian cyber attack on US election sparks outrage and investigations.,1
"Polish government takes control of media, sparks protest and outrage.",1
